title,lon,price,misc,lat,date,details_link,hood
NEW BUILT OUT CHELSEA OFFICE! PRIME LOCATION NEXT TO MAJOR SUBWAYS!,40.736143,$7400,,-73.897793,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-new-built-out-chelsea-office/7168719128.html, (Chelsea)
FULL FLOOR OFFICE SPACE W GLASS WALLS IN MIDTOWN! NEGOTIABLE TERMS!,40.736143,$68250,,-73.897793,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-full-floor-office-space-glass/7168719136.html, (Midtown)
Renovated 3 Family Brick in Williamsburg!,40.736143,$2995000,,-73.897793,Jul 30,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-3-family-brick-in/7168716248.html, (Williamsburg)
NYC Midtown Manhattan Storage/Office for Rent,40.736143,$1750,,-73.897793,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7168724324.html, (Midtown East)
2FAM+BASE,40.736143,$775000,,-73.897793,Jul 30,https://newyork.craigslist.org/brx/reb/d/bronx-2fambase/7168723450.html, (MORRIS PARK)
1 Bed with Den in 10 Provost,40.736143,$3250,,-73.897793,Jul 30,https://newyork.craigslist.org/jsy/reo/d/jersey-city-1-bed-with-den-in-10-provost/7168723179.html, (Jersey City)
Rockland county plumbing; heating license available,40.736143,$0,,-73.897793,Jul 30,https://newyork.craigslist.org/wch/reo/d/rockland-county-plumbing-heating/7168698984.html,
Rockland county plumbing; heating license available,40.765100,$0,,-73.985800,Jul 30,https://newyork.craigslist.org/wch/reb/d/rockland-county-plumbing-heating/7168722758.html,
Its time to leave NY,40.765100,$329000,,-73.985800,Jul 30,https://newyork.craigslist.org/brx/reo/d/delray-beach-its-time-to-leave-ny/7157467089.html, (Delray Beach)
BRAND NEW BUILT OUT CHELSEA OFFICE! KITCHENETTE & BATHROOMS IN PLACE!,40.765100,$7350,,-73.985800,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-brand-new-built-out-chelsea/7168715923.html, (Chelsea)
Its time to leave NY,40.765100,$329000,,-73.985800,Jul 30,https://newyork.craigslist.org/brx/reo/d/delray-beach-its-time-to-leave-ny/7157466630.html, (Delray Beach)
Its time to leave NY-  Enjoy your new Florida home,40.765100,$329000,,-73.985800,Jul 30,https://newyork.craigslist.org/lgi/reo/d/delray-beach-its-time-to-leave-ny-enjoy/7157466235.html," (Delray Beach, FL)"
Its time to leave NY-  Enjoy your new Florida home,40.765100,$329000,,-73.985800,Jul 30,https://newyork.craigslist.org/lgi/reo/d/delray-beach-its-time-to-leave-ny-enjoy/7157465674.html," (Delray Beach, FL)"
Rockland county plumbing; heating license available,40.765100,$0,,-73.985800,Jul 30,https://newyork.craigslist.org/wch/reb/d/rockland-county-plumbing-heating/7168698568.html,
🎯🏢 A+ Commercial Property on College Campus!🏢🎯,40.726200,$875000,,-73.979600,Jul 30,https://newyork.craigslist.org/jsy/reo/d/greenville-commercial-property-on/7155592431.html, (ECU Campus)
MIDTOWN OFFICE OPPORTUNITY IN PRIME SPOT! | RENOVATED GLASS OFFICES!,40.726200,$44625,,-73.979600,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-midtown-office-opportunity-in/7168719154.html, (Midtown)
BRAND NEW TO MARKET! EAST VILLAGE OFFICE SPACE AVAILABLE! LOW RENT!,40.726200,$14000,,-73.979600,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-brand-new-to-market-east/7168719073.html, (East Village)
NEW TO MARKET! INCREDIBLY SPACIOUS OFFICE LOFT IN TRIBECA!,40.726200,$8700,,-73.979600,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-new-to-market-incredibly/7168719061.html, (TriBeCa)
GARAGE FOR RENT-ASTORIA,40.726200,$220,,-73.979600,Jul 30,https://newyork.craigslist.org/que/reb/d/astoria-garage-for-rent-astoria/7163447453.html, (30-31 46 ST ASTORIA NY)
Six Family Building For Sale Prime Astoria Location,40.726200,$2299000,,-73.979600,Jul 30,https://newyork.craigslist.org/que/reb/d/astoria-six-family-building-for-sale/7156354206.html, (30-93 44th Street Astoria NY)
!!!OPEN HOUSE WITH NIR!!!,40.726200,$659000,,-73.979600,Jul 30,https://newyork.craigslist.org/que/reb/d/springfield-gardens-open-house-with-nir/7168718719.html, (Springfield Gardens)
One Family House for Sale in Astoria Heights,40.718500,$859000,,-74.002500,Jul 30,https://newyork.craigslist.org/que/reb/d/new-york-one-family-house-for-sale-in/7155167180.html," (21-21 79th Street, East Elmhurst)"
Two Family House For Sale - Astoria Park,40.718500,$1549000,,-74.002500,Jul 30,https://newyork.craigslist.org/que/reb/d/astoria-two-family-house-for-sale/7156387680.html, (18-13 26th Avenue)
3 FAMILY BRICK HOME- MINT CONDITION- 2 CAR GARAGE,40.718500,$899999,,-74.002500,Jul 30,https://newyork.craigslist.org/brx/reo/d/bronx-3-family-brick-home-mint/7162827394.html," (Morrisania, Bronx)"
Rockland county plumbing; heating license available,40.718500,$0,,-74.002500,Jul 30,https://newyork.craigslist.org/wch/reb/d/rockland-county-plumbing-heating/7168700186.html,
ALL INCLUSIVE RENT! MIDTOWN WEST OFFICE LEASE AVAILABLE! KITCHENETTE!,40.718500,$7800,,-74.002500,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-all-inclusive-rent-midtown/7168715789.html, (Midtown West)
NEW TO MARKET! ALL INCLUSIVE RENT! BRAND NEW MIDTOWN OFFICE SPACE!,40.718500,$7500,,-74.002500,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-new-to-market-all-inclusive/7168715771.html, (Midtown West)
BROADWAY OFFICE IN PRIME FLATIRON! NEWLY RENOVATED! OUTDOOR PATIO!,40.718500,$9000,,-74.002500,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-broadway-office-in-prime/7168715657.html, (Flatiron)
BROADWAY OFFICE IN PRIME FLATIRON! NEWLY RENOVATED! OUTDOOR PATIO!,40.748400,$9000,,-73.996700,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-broadway-office-in-prime/7168715598.html, (Flatiron)
3Bdr House in Dongan Hills,40.748400,$649000,,-73.996700,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-3bdr-house-in-dongan-hills/7168702722.html," (Dongan Hills, Staten Island, NY)"
BROADWAY OFFICE IN PRIME FLATIRON! NEWLY RENOVATED! OUTDOOR PATIO!,40.748400,$9000,,-73.996700,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-broadway-office-in-prime/7168713806.html, (Flatiron)
NEWLY AVAILABLE LOFT IN TRIBECA! STARTUPS WELCOME! KITCHEN & BATHROOM!,40.748400,$8800,,-73.996700,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-newly-available-loft-in/7168713704.html, (TriBeCa)
ALL INCLUSIVE RENT! MIDTOWN WEST OFFICE LEASE AVAILABLE! KITCHENETTE!,40.748400,$7800,,-73.996700,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-all-inclusive-rent-midtown/7168713708.html, (Midtown West)
NEW TO MARKET! ALL INCLUSIVE RENT! BRAND NEW MIDTOWN OFFICE SPACE!,40.748400,$7500,,-73.996700,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-new-to-market-all-inclusive/7168713588.html, (Midtown West)
Magnificent Renovated 3 Family Brownstone in Bed Stuy,40.748400,$2495000,,-73.996700,Jul 30,https://newyork.craigslist.org/brk/reb/d/magnificent-renovated-3-family/7168712538.html, (Bedford Stuyvesant)
LARGE FULL SECOND FLOOR RETAIL OPPORTUNITY | PRIME UPPER EAST SIDE!,40.754700,$12500,,-73.992500,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-large-full-second-floor-retail/7167430843.html, (Upper East Side)
~NO FEE! NEWLY RENOVATED APT ~,40.754700,$2300,,-73.992500,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-no-fee-newly-renovated-apt/7156923693.html," (Prospect Heights, Brooklyn)"
TRUE 3 BEDROOM + 2 BATHROOM APARTMENT,40.754700,$3000,,-73.992500,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-true-3-bedroom-2-bathroom/7152915758.html, (CROWN HEIGHTS)
TRUE / SPACIOUS 3 BDRM AVAILABLE!,40.754700,$3100,,-73.992500,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-true-spacious-3-bdrm-available/7160282176.html, (CROWN HEIGHTS)
NEW TO MARKET! CORNER RETAIL SPACE ON LUDLOW CORNER! CAN BE VENTED!,40.754700,$6500,,-73.992500,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-new-to-market-corner-retail/7168711025.html, (Lower East Side)
BRAND NEW RETAIL SPACE ON 27TH STREET IN FLATIRON! GLASS STOREFRONT!,40.754700,$12500,,-73.992500,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-brand-new-retail-space-on-27th/7168711009.html, (Flatiron)
"LUXURY Stunner STUDIO IN FACTORY LUXURY BUILDING, GYM, LAUNDRY, LOUNGE",40.754700,$2700,,-73.992500,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-luxury-stunner-studio-in/7159728627.html, (Bushwick)
HELL'S KITCHEN OFFICE SPACE! NEW TO MARKET! 2ND FLOOR! SUPER LOW RENT!,40.700059,$3500,,-73.781977,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-hells-kitchen-office-space-new/7168710964.html, (Midtown West)
East Williamsburg 3 bed 2 bath super fun and mod! gorgeous apartment,40.700059,$3500,,-73.781977,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-east-williamsburg-3-bed-2-bath/7159778326.html, (East Williamsburg)
"VINTAGE Loft Apt! Chic Modern HUGE HIGH CEILINGS, LOUNGE, GYM, LAUNDRY",40.700059,$2200,,-73.781977,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-vintage-loft-apt-chic-modern/7159777399.html, (Bushwick)
Two BEDROOM PLUS BASEMENT AMAZING SPACE! Renovated and Spacious apt,40.700059,$3437,,-73.781977,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-two-bedroom-plus-basement/7159777821.html, (greenpoint)
"PreWar Vintage meets Gut Renovated 2 beds Laundry, Granite, SUN Drench",40.700059,$2654,,-73.781977,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-prewar-vintage-meets-gut/7159778080.html, (Bushwick)
HUGE Artistic 4BR Huge windows - All Queen Sized Bedrooms with windows,40.700059,$3525,,-73.781977,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-huge-artistic-4br-huge-windows/7159779343.html, (bushwick)
"MODERN Complex w POOL, Gym, ROOF DECK,  Stunning UNIT! Top of the line",40.765100,$3700,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-modern-complex-pool-gym-roof/7159728924.html, (Bushwick)
"Fantastic 3 bed! Roof Deck, Laundry, Elevator, Balconies! Top Floor",40.765100,$3650,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-fantastic-3-bed-roof-deck/7159756635.html, (bushwick)
"Rustic and CHIC APT, High End Stunning Elevator Building! Gym, Roof!",40.765100,$2933,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-rustic-and-chic-apt-high-end/7159727318.html, (bushwick)
"VINTAGE Loft Apt! Chic Modern HUGE HIGH CEILINGS, LOUNGE, GYM, LAUNDRY",40.765100,$2600,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-vintage-loft-apt-chic-modern/7159719801.html, (bushwick)
"Spacious 3BED 15 min NYC - Top Floor w Skylights, Brick, Dishwasher",40.765100,$2725,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-spacious-3bed-15-min-nyc-top/7159719235.html, (bushwick)
"Queen Sized BR's in Sunny, Affordable n Spacious primo Williamsburg",40.765100,$2499,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-queen-sized-brs-in-sunny/7159727802.html, (Williamsburg)
"Two bed Two bath Amazing Luxury Building, Roof, gym, laundry, lounge",40.765100,$4500,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-two-bed-two-bath-amazing/7159758212.html, (bushwick)
*No Broker Fee* 1 BR in Bay Ridge - Views of the Verrazano Bridge,40.765100,$1690,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-no-broker-fee-1-br-in-bay/7155080653.html, (Brooklyn - Bay Ridge)
Studio Condo/Apt- Downtown,40.614000,$160000,,-73.733000,Jul 30,https://newyork.craigslist.org/fct/reo/d/stamford-studio-condo-apt-downtown/7168708688.html, (Stamford- Summer Street)
Virginia Farm-175 Acres-reduced,40.614000,$1450000,,-73.733000,Jul 30,https://newyork.craigslist.org/mnh/reo/d/pratts-virginia-farm-175-acres-reduced/7168706808.html, (Madison VA)
"Commercial space for Rent for Barber sop, Hair Salon,",40.614000,$5000,,-73.733000,Jul 30,https://newyork.craigslist.org/que/reo/d/jackson-heights-commercial-space-for/7157981893.html, (Corona)
"CO-OP 1 Bedroom , 1 bath, Waterfrnt, 40 Ft glass Balcony/Hudson doorma",40.614000,$325000,,-73.733000,Jul 30,https://newyork.craigslist.org/wch/reo/d/bronx-co-op-1-bedroom-1-bath-waterfrnt/7166186915.html, (Riverdale)
"Co-Op For sale 1 Bedroom, 1bath, Pool, Doorman,40Ft Glass Balcony, Wat",40.614000,$335000,,-73.733000,Jul 30,https://newyork.craigslist.org/brx/reb/d/bronx-co-op-for-sale-1-bedroom-1bath/7166187489.html, (Riverdale)
Commercial Desk Space in Office in Midtown Manhattan,40.614000,$1500,,-73.733000,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-commercial-desk-space-in/7166187733.html, (Midtown West)
RETAIL SPACE FOR LEASE ON THIRD AVE in Murray Hill,40.614000,$5500,,-73.733000,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-retail-space-for-lease-on/7168705799.html, (Murray Hill)
Rent to Own in Freeport - Even with Credit Problems,40.614000,$349000,,-73.733000,Jul 30,https://newyork.craigslist.org/lgi/reo/d/freeport-rent-to-own-in-freeport-even/7164663620.html, (Freeport)
CONDO 4 sale,40.614000,$0,,-73.733000,Jul 30,https://newyork.craigslist.org/stn/reo/d/staten-island-condo-4-sale/7168701925.html, (Staten Island)
Rockland county plumbing; heating license available,40.614000,$0,,-73.733000,Jul 30,https://newyork.craigslist.org/wch/reb/d/rockland-county-plumbing-heating/7168701921.html,
2 bedroom Condo for sale,40.614000,$0,,-73.733000,Jul 30,https://newyork.craigslist.org/stn/reo/d/staten-island-2-bedroom-condo-for-sale/7168701156.html, (Staten Island)
2  bedroom condo,40.614000,$0,,-73.733000,Jul 30,https://newyork.craigslist.org/jsy/reo/d/staten-island-2-bedroom-condo/7168700920.html, (Staten Island)
"1br for sale by owner, windsor park devl",40.614000,$275000,,-73.733000,Jul 30,https://newyork.craigslist.org/que/reo/d/oakland-gardens-1br-for-sale-by-owner/7168700900.html, (Bayside)
"Out with the old, in with the new!  Multi-Family Home in Brooklyn. 5 Beds, 2 Bat",40.614000,$924999,,-73.733000,Jul 30,https://newyork.craigslist.org/brk/reb/d/out-with-the-old-in-with-the-new-multi/7168682342.html, (Brooklyn)
Rockland county plumbing; heating license available,40.614000,$0,,-73.733000,Jul 30,https://newyork.craigslist.org/wch/reo/d/rockland-county-plumbing-heating/7168690111.html,
houses wanted$$$,40.614000,$0,,-73.733000,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-houses-wanted/7168619519.html, (brooklyn)
Single office w/reception,40.614000,$0,,-73.733000,Jul 30,https://newyork.craigslist.org/fct/reb/d/greenwich-single-office-reception/7168696906.html, (Greenwich)
1 Bdrm,40.614000,$1400,,-73.733000,Jul 30,https://newyork.craigslist.org/brx/reo/d/bronx-1-bdrm/7168696884.html, (bronx NY)
2 family detached offers you all the comforts you will need... 4 bedro,40.614000,$728800,,-73.733000,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-2-family-detached-offers/7168695921.html, (great kills)
"OPEN HOUSE This Sunday 8-2-20 From 2-3 pm Welcome 77 Sideview Ave, Sta",40.614000,$649900,,-73.733000,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-open-house-this-sunday/7168694062.html, (bulls head)
"OPEN HOUSE This Sunday 8-2-20 From 2-3 pm Welcome 77 Sideview Ave, Sta",40.737179,$649900,,-73.762121,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-open-house-this-sunday/7168693615.html, (bulls head)
"BUILD YOUR RETREAT, Beautiful COASTAL 21ac, Rhode Island",40.737179,$1750000,,-73.762121,Jul 30,https://newyork.craigslist.org/fct/reo/d/wakefield-build-your-retreat-beautiful/7168686411.html, (Pt. Judith Pond)
"OPEN HOUSE This Sunday 8-2-20 From 2-3 pm Welcome 77 Sideview Ave, Sta",40.737179,$649900,,-73.762121,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-open-house-this-sunday/7168693314.html, (bulls head)
"OPEN HOUSE This Sunday 8-2-20 From 2-3 pm Welcome 77 Sideview Ave, Sta",40.737179,$649900,,-73.762121,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-open-house-this-sunday/7168692954.html, (bulls head)
"OPEN HOUSE This Sunday 8-2-20 From 2-3 pm Welcome 77 Sideview Ave, Sta",40.737179,$649900,,-73.762121,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-open-house-this-sunday/7168692590.html, (bulls head)
**NO FEE//ASTORIA 1BDRM w/ WASH & DRY & BALCONY**,40.737179,$2700,,-73.762121,Jul 30,https://newyork.craigslist.org/que/reo/d/brooklyn-no-fee-astoria-1bdrm-wash-dry/7165219065.html, (Astoria)
** NO FEE // ASTORIA STUDIO W/ WASH & DYER ***,40.737179,$2325,,-73.762121,Jul 30,https://newyork.craigslist.org/que/reo/d/astoria-no-fee-astoria-studio-wash-dyer/7165220574.html, (Astoria)
**NO FEE//ASTORIA 2BDRM w/ WASH & DRY & BALCONY**,40.603900,$3650,,-74.147200,Jul 30,https://newyork.craigslist.org/que/reo/d/brooklyn-no-fee-astoria-2bdrm-wash-dry/7165219840.html," (Astoria, Queens)"
"Co-Op For sale 1 Bedroom, 1bath, Pool, Doorman,40Ft Glass Balcony, Wat",40.603900,$335000,,-74.147200,Jul 30,https://newyork.craigslist.org/brx/reb/d/bronx-co-op-for-sale-1-bedroom-1bath/7166188221.html, (Riverdale)
BRAND NEW SECOND  FLOOR 2 BEDROOMS,40.603900,$2200,,-74.147200,Jul 30,https://newyork.craigslist.org/que/reo/d/richmond-hill-brand-new-second-floor-2/7155009375.html, (OZONE PARK)
BRAND NEW SECOND  FLOOR 2 BEDROOMS,40.603900,$2000,,-74.147200,Jul 30,https://newyork.craigslist.org/que/reo/d/south-ozone-park-brand-new-second-floor/7155008908.html, (SOUTH OZONE PARK)
BRAND NEW SECOND  FLOOR 2 BEDROOMS,40.603900,$2200,,-74.147200,Jul 30,https://newyork.craigslist.org/que/reo/d/richmond-hill-brand-new-second-floor-2/7155008102.html, (RICHMOND HILL)
BRAND NEW SECOND  FLOOR 2 BEDROOMS,40.603900,$2000,,-74.147200,Jul 30,https://newyork.craigslist.org/que/reo/d/richmond-hill-brand-new-second-floor-2/7155007654.html, (RICHMOND HILL)
STUDIO 3 N@Grove Street PATH train station,40.603900,$1995,,-74.147200,Jul 30,https://newyork.craigslist.org/jsy/reo/d/jersey-city-studio-3-ngrove-street-path/7168681802.html, (downtown Jersey City New Jersey)
LARGE 1 BEDROOM APARTMENT,40.879800,$2000,,-73.906700,Jul 30,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-1-bedroom-apartment/7168688871.html, (BUSHWICH)
"Bring your family home! Rentals in Flushing. 1 Beds, 1 Baths",40.879800,$1650,,-73.906700,Jul 30,https://newyork.craigslist.org/que/reb/d/bring-your-family-home-rentals-in/7168688635.html, (Flushing)
"It feels good to be home! Home in Jamaica. 3 Beds, 2 Baths",40.879800,$518000,,-73.906700,Jul 30,https://newyork.craigslist.org/que/reb/d/it-feels-good-to-be-home-home-in/7168688271.html, (Jamaica)
2 bdr apt for rent,40.879800,$1800,,-73.906700,Jul 30,https://newyork.craigslist.org/brx/reo/d/bronx-2-bdr-apt-for-rent/7168687404.html, (parkchester)
NYC Midtown  Manhattan Storage  for Rent,40.879800,$1750,,-73.906700,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7160808476.html, (Midtown East)
"It feels good to be home! Home in Hempstead. 3 Beds, 1 Baths",40.879800,$488000,,-73.906700,Jul 30,https://newyork.craigslist.org/que/reb/d/it-feels-good-to-be-home-home-in/7168687002.html, (Hempstead)
Beautiful two bedroom bathroom Condo,40.765100,$489000,,-73.985800,Jul 30,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautiful-two-bedroom-bathroom/7168686728.html, (Bedford Stuyvesant)
Commercial  Midtown  Manhattan Condo for Sale,40.765100,$390000,,-73.985800,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-commercial-midtown-manhattan/7168686568.html, (Midtown East)
NYC Midtown  Manhattan Storage  for Rent,40.765100,$1750,,-73.985800,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7160808311.html, (Midtown East)
"Subdivided Land, 21ac Coastal Rhode Island",40.765100,$1750000,,-73.985800,Jul 30,https://newyork.craigslist.org/mnh/reo/d/wakefield-subdivided-land-21ac-coastal/7165085046.html, (Pt. Judith Pond)
3 bedroom 1 1/2  bath house near Asheville NC 3/4 acre,40.765100,$290000,,-73.985800,Jul 30,https://newyork.craigslist.org/mnh/reo/d/leicester-3-bedroom-bath-house-near/7167046731.html, (Leicester)
"2 Bedroom DUPLEX, 2 Baths at Grove St PATH station",40.765100,$3195,,-73.985800,Jul 30,https://newyork.craigslist.org/jsy/reo/d/jersey-city-2-bedroom-duplex-2-baths-at/7168685318.html, (Downtown Jersey City)
3 bedroom condo...close to vz bridge,38.370000,$369000,,-78.297600,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-3-bedroom-condoclose-to/7168685271.html, (Grasmere)
2 family detached offers you all the comforts you will need... 4 bedro,38.370000,$728800,,-78.297600,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-2-family-detached-offers/7168685069.html, (great kills)
Wake up every morning looking at the beautiful water and enjoy your,38.370000,$569000,,-78.297600,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-wake-up-every-morning/7168684863.html, (S.E. Annadale)
Wake up every morning looking at the beautiful water and enjoy your,38.370000,$569000,,-78.297600,Jul 30,https://newyork.craigslist.org/stn/reb/d/staten-island-wake-up-every-morning/7168684642.html, (S.E. Annadale)
"BUILD YOUR RETREAT, 21.3 ac. Coastal 21ac Rhode Island",38.370000,$1750000,,-78.297600,Jul 30,https://newyork.craigslist.org/mnh/reo/d/wakefield-build-your-retreat-213-ac/7165085497.html, (Financial District)
2 Bedroom Apartment,38.370000,$1750,,-78.297600,Jul 30,https://newyork.craigslist.org/fct/reo/d/bridgeport-2-bedroom-apartment/7168684518.html," (Black Rock, Bridgeport)"
Large 2299 sqft one family semi offers you all the comforts you will,38.370000,$649000,,-78.297600,Jul 30,https://newyork.craigslist.org/brk/reb/d/staten-island-large-2299-sqft-one/7168684487.html, (staten island/bulls head)
STUDIO 3 S@Grove Street PATH train station,38.370000,$1895,,-78.297600,Jul 30,https://newyork.craigslist.org/jsy/reo/d/jersey-city-studio-3-sgrove-street-path/7168684402.html, (downtown Jersey City New Jersey)
"BUILD YOUR RETREAT, Beautiful COASTAL 21ac, Rhode Island",40.749157,$1750000,,-73.869425,Jul 30,https://newyork.craigslist.org/fct/reo/d/wakefield-build-your-retreat-beautiful/7165085823.html, (Pt. Judith Pond)
"BUILD YOUR RETREAT, Beautiful COASTAL 21ac, Rhode Island",40.749157,$1750000,,-73.869425,Jul 30,https://newyork.craigslist.org/que/reo/d/wakefield-build-your-retreat-beautiful/7165086135.html, (Pt. Judith Pond Rhode Island)
3 bdr apt for rent,40.749157,$1900,,-73.869425,Jul 30,https://newyork.craigslist.org/brx/reo/d/bronx-3-bdr-apt-for-rent/7168683556.html, (st peters)
"Guaranteed $100,000 Unsecured Start Up Funding For Any Business",40.749157,$0,,-73.869425,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-guaranteed-unsecured-start-up/7165114046.html, (new york >)
Funding TODAY! Up to $300K! Business and LLC Funding,40.749157,$0,,-73.869425,Jul 30,https://newyork.craigslist.org/brk/reb/d/new-york-funding-today-up-to-300k/7165115667.html, (new york >)
Mixed use Properties And Multi Family  Needed Many investors Waiting,40.749157,$0,,-73.869425,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-properties-and-multi/7168683380.html,
STUDIO 2 S Grove Street PATH train station,40.749157,$1895,,-73.869425,Jul 30,https://newyork.craigslist.org/jsy/reo/d/jersey-city-studio-2-grove-street-path/7168682995.html, (downtown Jersey City New Jersey)
Mixed use Properties And Multi Family  Needed Many investors Waiting,41.053100,$0,,-73.539000,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-properties-and-multi/7168681674.html,
rent or buy-  ONE BEDROOM MIDTOWN EAST,41.053100,$0,,-73.539000,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-rent-or-buy-one-bedroom/7158669301.html, (Midtown East)
Midtown Luxury Building 1 Bedroom,41.053100,$0,,-73.539000,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-midtown-luxury-building-1/7163394765.html, (Midtown East)
apt,41.053100,$900,,-73.539000,Jul 30,https://newyork.craigslist.org/brx/reo/d/bronx-apt/7168681144.html, (bronx)
Mixed use Properties And Multi Family  Needed Many investors Waiting,41.053100,$0,,-73.539000,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-properties-and-multi/7168681051.html,
Mixed use Properties And Multi Family  Needed Many investors Waiting,41.053100,$0,,-73.539000,Jul 30,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-properties-and-multi/7168680280.html,
apartment for rent,41.053100,$2100,,-73.539000,Jul 30,https://newyork.craigslist.org/brx/reo/d/bronx-apartment-for-rent/7168677847.html, (Bronx)
NYC midtown Manhattan Storage for Rent,40.698264,$1750,,-73.933987,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7156696821.html, (Midtown East)
4 bdrm,40.698264,$2500,,-73.933987,Jul 30,https://newyork.craigslist.org/brx/reo/d/bronx-4-bdrm/7168677400.html, (fteley ave)
Queens Commercial Office Bldg For sale,40.698264,$1750000,,-73.933987,Jul 30,https://newyork.craigslist.org/que/reo/d/springfield-gardens-queens-commercial/7156754088.html, (JFK airport)
25 Acres With Small Home and Out Buildings,40.698264,$3000000,,-73.933987,Jul 30,https://newyork.craigslist.org/mnh/reo/d/marion-25-acres-with-small-home-and-out/7168676977.html, (Upstate New York Near Lake Ontario)
Large 2299 sqft one family semi offers you all the comforts you will,40.698264,$649000,,-73.933987,Jul 30,https://newyork.craigslist.org/brk/reb/d/staten-island-large-2299-sqft-one/7168676709.html, (staten island/bulls head)
NYC Midtown  Manhattan Storage for Rent,40.698264,$1750,,-73.933987,Jul 30,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7159241364.html, (Midtown East)
"2 bed 2 bath BEAUTY!Near subway,Outdoor space,Renovated,Closet space!",40.698264,$2200,,-73.933987,Jul 30,https://newyork.craigslist.org/brk/reo/d/brooklyn-2-bed-2-bath-beautynear/7168652759.html, (Brownsville)
